Metabolite_name,blank_01,blank_02,blank_03,blank_04,Cultures_QC_01,Cultures_QC_02,POS_BDS_EC_IPLs,POS_Cultures_Pooled_QC_01,POS_Cultures_Pooled_QC_02,POS_Cultures_Pooled_QC_03,POS_Cultures_Pooled_QC_04,POS_Cultures_Pooled_QC_05,POS_Cultures_Pooled_QC_06,POS_u_DA_IPLs,POS_u_EC_IPLs,POS_u_H_IPLs,POS_u_S_IPLs,POS_u2_EC_IPLs,POS_u2_y_IPLs
Unknown,3761,1386,931,0,28078,13325,14628,15514,14047,13694,13458,8246,13417,9076,12395,13025,15685,10674,16512
NAE 22:0,57,88,72,0,5925,6263,376,5326,4398,5352,6190,0,5889,1392,5219,4748,4976,5484,5574
Unknown,0,0,0,0,2391,2660,0,1976,2164,2736,2621,0,2911,0,0,146,70,0,9784
Unknown,53,0,62,0,1474,1317,198,1433,1268,1216,1426,0,1435,0,155,478,7099,181,75
Unknown,652,349,252,0,7113,1319,2433,1552,1315,1656,1485,1266,1301,2058,3733,4255,2791,2603,4726
w/o MS2:Dioctyl phthalate (also known as the production of plastic),3918,1657,1721,0,3816,3520,6652,3201,3884,2778,3403,1886,3383,1934,2564,16828,2111,2052,2130
Unknown,406,194,446,0,6094,5368,591,5461,4638,4779,4713,62,5670,2602,413,370,326,393,310
w/o MS2:RIKEN P-VS1 ID-2502 from Mouse_Muscle_WT_CTX1_Ctr,666,312,325,0,1663,1682,357,1615,2038,1471,1735,464,1430,343,10217,9828,8179,9828,9808
Unknown,605,331,455,0,15040,15694,744,15041,14053,14184,15316,226,15044,2130,987,1188,656,1190,1118
Unknown,0,0,0,0,2388,2367,0,2318,2235,1864,1620,0,2991,0,0,0,28674,80,64
Unknown,0,0,0,0,2760,2225,0,2393,2353,1724,1460,0,1251,0,0,198,0,0,10133
Unknown,87,123,78,0,46003,50300,1564,42589,52569,51801,53323,128,52342,54,1716,162,74,1258,372
Unknown,142,99,151,0,5521,5888,16142,4925,5272,5716,5614,160,5768,561,5116,336,281,4051,684
Unknown,1040,70,59,0,240,194,0,267,168,137,199,0,185,0,0,118,7264,0,50
Unknown,364,97,0,0,3038,4064,0,3383,3844,4670,3784,69,3694,66,52,56,105,58,14316
w/o MS2:ST 28:4;O,133,110,0,0,15057,1847,3866,3198,2379,2294,2006,1994,2159,2175,6365,6049,8454,3034,10558
w/o MS2:CAR 17:0,189,88,0,0,14496,3204,3649,3744,3160,3062,3241,2506,2757,2938,5960,7104,8644,4111,10861
w/o MS2:RIKEN P-VS1 ID-2808 from Mouse_Macrophage_WT_N_F1AA,51,81,0,0,31718,36169,94,34482,36479,37606,36139,144,35251,12300,2709,50350,61167,4519,8859
RIKEN P-VS1 ID-2808 from Mouse_Macrophage_WT_N_F1AA,54,90,0,0,53613,59880,516,53596,60198,62365,59972,447,60131,1990,14156,68263,62554,28125,38446
Unknown,305,365,136,0,6727,1357,2480,1236,1449,1110,1047,1047,1049,1839,3201,3400,2939,2315,4378
Unknown,410,106,0,0,6855,1294,2425,1782,1312,1175,1279,1255,1413,2129,3773,4012,3088,2480,4951
Unknown,66,91,52,0,387,337,0,479,513,396,431,0,328,0,0,0,9663,0,78
w/o MS2:RIKEN P-VS1 ID-2880 from Mouse_Muscle_WT_CTX0_Ctr,261,305,140,0,1629,1929,170,1603,1848,1686,1593,56,2106,112,144,78,242,157,11661
Unknown,73,0,0,0,620,547,100,755,804,1092,912,91,844,59,0,84,6757,0,54
Unknown,74,54,54,0,1235,1006,54,1059,1266,1355,1215,124,1102,60,52,146,7052,80,207
Unknown,1018,637,721,0,7513,6970,949,10018,7085,6410,7111,450,5851,718,7708,7300,6752,7825,7081
Unknown,919,791,788,0,10607,11379,856,10018,10937,10778,11812,401,10723,649,6518,6249,6075,5221,7170
Unknown,53,62,92,0,11241,10440,0,9687,10492,10442,10071,0,10983,74,0,77,209,181,11367
Unknown,52,0,0,0,5473,6162,0,6261,6267,5812,5866,0,4802,60,163,105,94,81,36090
Unknown,0,152,0,0,5114,6614,0,5455,5405,5633,6025,62,5563,1533,2689,2609,6676,2880,2931
Unknown,689,107,120,0,1696,3694,2656,3189,3323,2681,3799,72,3977,57,5971,85,97,5842,128
Unknown,553,171,54,0,18185,2314,5027,47139,7664,2601,2511,2109,1743,6000,9104,13344,7848,6334,22752
Unknown,0,0,0,0,4215,4209,0,3884,4446,4173,4127,70,3924,132,8626,7870,7376,8548,8490
Unknown,65,86,0,0,8517,7747,116,6446,6528,7392,7748,89,7541,588,3540,3033,2149,3845,3334
w/o MS2:NAOrn 19:0;O,163,163,206,0,2032,1963,282,2544,1624,1890,1784,90,1929,136,300,126,21471,124,210
Unknown,244,0,0,0,6969,7591,58,7720,7288,7344,8169,59,6894,0,111,58,104,55,18481
w/o MS2:NAGly 8:0;O(FA 13:0),127,0,90,0,5946,7018,88,6042,6961,6891,6746,0,6894,274,4718,4124,4594,3886,3897
Unknown,871,304,131,0,105837,14502,26369,21585,17671,17260,17328,10774,15572,20994,59028,67617,56578,41945,83841
RIKEN P-VS1 ID-3065 from Mouse_Macrophage_WT_N_F1AA,0,0,57,0,23861,26326,368,24105,26694,27875,27375,193,27229,507,6441,28418,22272,13398,18215
Unknown,281,251,94,0,7743,6925,592,7432,6778,7209,6642,60,7595,1420,262,437,400,471,414
Unknown,220,151,294,0,1669,1051,194,1211,991,1216,1289,150,820,387,6296,6302,3722,5650,6352
Unknown,0,70,0,0,18113,19153,0,17910,18942,19571,19691,68,19362,8294,1346,25676,35487,2180,4166
Unknown,371,493,225,0,4542,4702,588,4941,5342,4804,4906,343,4245,325,19120,19996,16859,18671,19067
Unknown,566,384,386,0,28582,29189,926,28929,25097,27790,29407,271,29955,882,3901,3929,1112,4466,4230
Unknown,0,85,62,0,2330,1801,50,1969,1854,1750,1702,63,1888,52,67,0,30756,78,84
Unknown,0,0,0,0,2398,2611,416,2575,2619,2866,2848,0,2719,0,6156,52,758,8456,56
LPE 15:0,0,0,54,0,6772,8504,34332,6714,8418,8077,8528,0,8639,67,5578,0,75,5495,62
Unknown,278,102,192,0,535,1346,121,1341,1430,1112,1183,140,1212,126,100,6812,282,95,94
w/o MS2:Cer 12:0;2O/14:0;O,405,54,81,0,3705,3934,3539,3498,3546,3845,3964,52,4102,0,7266,118,123,6635,54
w/o MS2:DG O-8:0_15:1,356,66,216,0,13093,1553,4248,28921,5034,1662,1326,1272,951,4440,6585,9424,5550,4326,16459
Unknown,121,88,220,0,21857,40580,68,33606,37333,37603,39576,516,40233,82,24759,5823,6931,18920,18232
Unknown,154,108,178,0,22798,31238,119,23589,37333,30828,31446,511,38954,74,40848,12646,13025,29320,30696
Unknown,228,0,0,0,7773,7559,0,7195,7832,8086,8232,0,8071,0,76,63,183,71,23875
Unknown,0,0,59,0,15988,16524,0,13901,16054,16956,17231,56,15777,62,7101,10620,594,9883,15654
w/o MS2:VAE 9:0,2802,2727,2681,0,5762,6069,9558,5606,6356,6165,6188,2257,6281,3355,4240,21369,3702,4489,3008
w/o MS2:NATau 21:1,1140,961,1025,0,2422,2138,926,2097,1993,2273,2063,732,1980,914,887,969,8691,752,812
Unknown,0,0,0,0,6033,5769,2712,6242,6037,5596,6594,0,6838,0,12080,0,0,10772,819
Unknown,108,0,0,0,4541,657,1630,9035,2285,621,372,705,232,1803,2372,3917,1223,1800,6160
LPE 16:1,0,0,0,0,4877,6166,4732,5744,5928,6515,6529,80,6068,98,2045,52,71,2036,4490
Unknown,195,67,0,0,6719,7599,173,6560,7030,7645,7860,56,7706,75,4560,4508,4380,4645,4591
Unknown,156,63,117,0,1923,2886,148,3285,3274,2469,2729,122,2163,67,9786,9960,8521,9533,10135
Unknown,294,83,79,0,8465,6552,535,6967,5364,5759,5815,0,6175,501,255,186,246,247,194
Unknown,96,0,0,0,20602,19355,53,17144,18224,18747,18669,90,18422,0,246,110,263,182,62756
Unknown,0,103,102,0,1360,1334,28164,1093,1187,1125,1516,0,1116,0,63,59,301,0,54
w/o MS2:NAOrn 21:2;O,100,217,247,0,7938,6662,3679,8033,6569,6847,6773,6844,6702,3354,8247,7439,4832,6905,8563
w/o MS2:PE O-8:0_8:0,0,0,0,0,2041,3952,5277,2477,2674,2454,2506,122,2800,0,25675,59,78,23593,1456
LPE 16:0,0,0,0,0,18955,21663,75947,19351,18708,20367,21342,58,20942,0,10052,0,112,9637,642
Unknown,366,70,58,0,5911,7869,15340,7045,7165,7598,7774,52,8367,80,13428,136,145,12230,83
w/o MS2:Cer 12:1;3O/14:1;(2OH),357,155,128,0,8022,5481,2549,6642,5366,5606,5814,6359,5240,1995,7785,7487,5977,6598,8433
Unknown,55,0,61,0,22885,18673,55,21482,20016,21018,20988,101,20719,8762,17125,16244,16136,17910,17594
DG 23:4,90,64,0,0,23074,21221,55,21482,20016,21018,20950,397,20719,5720,27417,26769,23974,24830,26363
w/o MS2:NATau 22:4,68,83,58,0,88586,99308,2323,84892,99081,98939,100140,286,99633,194,3175,290,282,2527,706
w/o MS2:NAGly 25:0,731,272,70,0,84696,11060,27023,15899,13262,12904,13247,10757,11159,22011,49105,44515,48020,34058,56685
w/o MS2:DG O-18:1_6:0,338,0,0,0,8069,7772,0,7799,7991,8450,8838,0,7817,1361,6371,5540,9759,6451,5995
Unknown,257,168,117,0,115080,14482,25740,19118,15608,15941,17387,9739,14376,22120,57039,65763,48776,36537,81526
w/o MS2:LPC 12:0,93,0,67,0,1607,1801,7538,1590,1942,1921,1906,0,1655,0,1593,0,54,1331,0
Unknown,244,0,0,0,332,251,62,397,616,382,319,0,487,62,57,0,12280,0,84
w/o MS2:RIKEN P-VS1 ID-3692 from Mouse_Aorta_ApoEKO_N_F1DHA,53,98,62,0,6882,7013,91,6554,6340,6214,6767,202,6774,1728,7915,7366,6052,6704,7055
Unknown,361,0,0,0,869,941,0,834,980,768,753,136,1013,77,53,70,7111,189,114
Unknown,0,0,0,0,25340,32229,0,29983,31918,33956,33425,258,32916,0,35301,2163,1709,31947,25088
w/o MS2:NATau 21:1;O,111,154,54,0,3561,3140,164,3244,3144,3407,3478,54,3104,116,206,262,14134,112,271
w/o MS2:LPC 14:1,0,0,53,0,9291,8727,17830,8064,7955,8963,8333,0,9204,0,8300,0,86,7226,156
w/o MS2:LPC 14:1,60,0,0,0,14977,17266,17715,20999,23210,15965,16390,336,17330,0,63656,0,80,66157,257
w/o MS2:LPC 14:1,0,0,0,0,19636,19307,133605,27700,19399,22292,20699,82,27244,0,26534,0,80,28135,205
LPE 17:1,0,0,0,0,59927,75342,98233,65786,62720,71754,73174,67,75895,0,39901,56,81,40804,177
Unknown,706,164,100,0,13488,2858,5826,3628,2572,2846,3097,3764,2900,6110,7774,8787,7246,6620,11235
w/o MS2:NATau 21:0;O,74,78,51,0,3890,5016,0,4333,5105,5170,5753,0,5077,0,0,66,26009,61,0
w/o MS2:Cer 12:1;2O/19:5,1977,1979,1737,0,16367,15301,2138,13732,15966,15245,15460,1273,15192,1707,11012,10340,9184,10817,11548
Unknown,250,150,0,0,1268,1308,68,1608,1476,1767,1503,66,1391,0,86,122,515,279,6099
Unknown,106,162,146,0,4693,5840,20748,4562,4608,5626,5585,0,5743,98,1052,58,73,358,58
Unknown,86,58,60,0,2756,2655,141,1816,2594,1414,2082,0,2256,0,361,62,68,129,7943
w/o MS2:Cer 12:0;2O/16:0;O,61,0,0,0,8857,10791,24902,9909,9127,9592,11207,0,10697,0,22783,0,81,20006,100
Unknown,60,64,0,0,101719,128684,450,120001,121761,122963,127689,633,127469,28871,13616,155793,176459,23528,43731
Unknown,0,0,0,0,533973,709693,3983,624586,676851,699482,699972,3081,698752,11816,140975,656575,541993,290684,400518
w/o MS2:LDGTS 16:0,58,0,73,0,261,324,0,380,424,478,350,0,351,0,59,51,13867,50,0
w/o MS2:LPC 13:0,102,0,0,0,4575,4510,16561,4582,3767,4419,4282,0,4154,56,2021,0,59,3367,196
Unknown,132,80,0,0,8257,9017,20161,8316,8016,8589,9353,121,9043,0,17598,89,102,15469,83
Unknown,0,0,0,0,6796,5080,0,4740,5431,4800,4603,221,5185,2202,8324,7536,7160,7668,8125
Unknown,170,56,170,0,5815,6020,294,5845,4828,5689,5463,64,6005,103,814,918,696,930,1081
w/o MS2:LPC 15:1,0,58,0,0,1768,2320,769,1635,1676,1941,2094,0,1867,0,4629,0,258,5025,17005
LPE 18:1,69,0,0,0,12180,12024,12171,11337,10043,10606,11664,0,11788,58,1231,56,51,1160,7809
Unknown,0,0,0,0,17148,22159,51,19667,22224,21979,22088,148,22840,63,17895,1770,1005,23099,12185
Unknown,0,0,0,0,16844,22159,51,16419,18137,19087,22088,148,22471,88,23411,1770,1112,23099,17086
w/o MS2:Cer 12:1;2O/20:5,323,172,232,0,34639,35004,707,33444,30275,33307,34300,299,35265,310,8500,9564,6706,9572,9881
w/o MS2:Cer 12:1;2O/20:5,349,344,54,0,9403,8007,694,9414,10429,8011,8776,314,7962,338,23395,24863,20174,23669,23420
w/o MS2:Cer 13:1;2O/18:5;O,58,60,0,0,4255,4901,95,4242,4544,4588,5006,94,5322,0,102,53,26787,103,95
Unknown,0,0,0,0,2641,2162,136,1940,1816,2705,2598,0,1541,0,667,0,8985,611,0
Unknown,519,215,147,0,149953,16900,36271,332601,55974,18601,15793,10706,11661,34594,56489,81929,69088,39234,144730
w/o MS2:Cer 12:0;2O/17:0;O,55,74,0,0,4728,4769,20996,4204,3895,4658,4886,0,4911,64,1247,0,0,287,0
Unknown,0,0,0,0,4599,5941,0,5274,6420,6448,6333,53,5880,0,5570,360,261,5824,5258
w/o MS2:NAGly 28:6,148,81,0,0,21837,23913,251,20346,18055,18293,18835,0,20377,0,0,163,310,58,304
w/o MS2:NAGly 28:6,207,0,0,0,1035,1286,52,676,894,801,1126,0,1192,0,0,0,762,54,29374
w/o MS2:LPC 14:1,113,65,56,0,14011,15847,21481,13419,12864,14375,15299,0,14563,52,10225,0,57,9039,58
w/o MS2:LPC 14:1,77,96,0,0,2928,3109,3729,3354,4632,3180,2846,99,3326,0,14477,0,0,14796,0
w/o MS2:LPC 14:1,0,0,0,0,4681,4045,29072,6097,3784,4406,4387,0,5782,77,6679,0,103,4368,67
w/o MS2:SL 12:2;O/13:1;O,63,0,0,0,33912,38535,477,33596,37177,37308,37186,271,37754,601,10997,36951,29466,19034,27348
w/o MS2:SL 12:2;O/13:1,61,0,0,0,6833,6914,61,5510,6577,6382,7300,0,6976,0,0,0,29094,0,92
w/o MS2:NAGly 28:5,498,0,73,0,1900,1928,168,2066,2008,2259,1993,0,2018,0,97,164,15980,128,119
w/o MS2:NAGly 28:5,186,85,0,0,5121,4907,62,4227,3936,4948,5215,74,5122,157,1024,330,21937,652,801
w/o MS2:RIKEN P-VS1 ID-4097 from Mouse_Brain_WT_N_F1AA,0,60,54,0,2176,2193,9640,1666,1915,1911,2314,0,2155,0,604,0,0,66,94
w/o MS2:SL 12:2;O/12:0;O,65,0,0,0,5848,6753,96,6024,5271,5966,5225,56,5666,0,0,0,2794,60,62
Unknown,103,59,0,0,500,906,0,576,868,972,1186,69,999,0,64,0,25124,0,0
w/o MS2:NATau 24:0,0,0,58,0,1513,2275,96,1435,1876,2078,2133,0,2172,0,74,75,9617,0,54
Unknown,10666,144,56,0,306,171,117,154,317,181,0,97,220,126,398,336,355,440,360
LPC 16:1,0,56,0,0,13801,19759,170,15028,19228,19934,18935,0,19212,0,0,69,458,110,19708
w/o MS2:LPC 16:1,0,0,0,0,3498,4009,1321,4221,4340,3974,4121,0,4646,0,13964,0,122,13243,110
w/o MS2:LPC 16:1,0,0,0,0,13801,10634,211,10040,11612,10751,11129,188,9989,0,115,317,642,55,28844
w/o MS2:LPC 16:1,82,0,0,0,7127,6844,85,8952,8631,7810,8701,0,8168,62,52,94,384,52,25358
w/o MS2:LPC 16:1,96,0,0,0,230,169,27418,278,122,116,132,0,0,0,0,0,0,0,99
LPE 19:1,0,125,53,0,8422,9818,3560,7509,8595,9583,9464,0,9084,0,6565,62,77,6022,57
Unknown,3794,1810,1299,0,82957,19964,37051,20965,20320,20724,20674,20392,19995,32373,44481,50183,39343,34027,60773
w/o MS2:PC O-16:0,0,181,0,0,5690,6390,254,5379,5714,6274,6181,0,6698,0,137,90,1939,99,5435
w/o MS2:Cer 12:1;2O/21:5,194,165,80,0,16529,15421,753,15663,13223,13811,14364,0,15919,318,215,166,418,70,55
w/o MS2:Cer 12:1;2O/21:5,143,0,56,0,1533,2381,51,1671,1937,2544,2308,98,2249,53,12354,11976,9802,11791,11006
w/o MS2:NAGly 8:0;O(FA 18:2),8784,106,117,0,35,62,54,0,19,0,0,116,0,59,73,146,121,64,217
w/o MS2:NAGlySer 22:1;O,84,0,52,0,4889,5304,12435,4627,4497,5022,5208,100,4931,68,11733,65,87,11296,131
Unknown,167,86,58,0,2885,3045,13510,2947,1952,2669,2755,0,3127,62,693,0,72,306,51
w/o MS2:LDGTS 18:1,393,189,137,0,10659,4829,2204,6368,4918,4410,5133,7048,4143,2722,9288,10218,8757,7174,11972
w/o MS2:LDGTS 18:1,369,189,274,0,12599,7122,3825,8496,6147,6213,6789,4511,6231,3483,4861,5304,5408,3605,5783
w/o MS2:LDGTS 18:1,246,262,177,0,6442,3159,2388,3582,2950,3125,3382,2925,3338,1945,4417,4514,14518,2725,5684
w/o MS2:SM 12:2;2O/8:0,52,146,62,0,6335,68,80,643,167,0,52,133,120,155,115,400,93,97,1338
Unknown,93,66,53,0,5225,5555,69,4889,5965,5613,5709,0,5852,0,0,0,29524,66,0
Unknown,42611,0,52,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
Unknown,0,0,0,0,47889,53919,0,44690,52412,53854,55262,253,53482,0,19360,29075,2381,28570,44382
w/o MS2:MGDG O-13:1_3:0,0,0,58,0,4458,3605,75,3380,3605,3537,3163,0,3133,0,0,59,15877,0,857
Unknown,623,350,174,0,9648,2408,4687,2798,2389,2556,2712,2914,2640,4138,5505,6488,4473,4496,7843
w/o MS2:LPC 16:4,0,0,0,0,740,1428,9653,1976,1354,1591,1774,0,1957,0,2761,0,0,2909,54
w/o MS2:MGDG O-8:0_8:0,82,0,59,0,49278,52511,67,46206,40853,41855,41134,0,43592,59,0,0,10550,58,0
w/o MS2:MGDG O-8:0_8:0,125,0,0,0,4726,6530,0,4731,5994,5987,6299,84,6101,0,0,0,220907,88,189
Unknown,72,0,75,0,309,400,14076,265,308,296,485,0,392,72,0,0,0,0,0
w/o MS2:NAGly 8:0;O(FA 19:2),51,75,0,0,2283,2342,51,2142,1987,2369,2405,0,2103,0,145,55,20996,61,0
w/o MS2:Cer 13:1;2O/20:5;O,2731,2531,2348,0,14262,14565,2195,13198,14188,15178,14278,1904,14679,2231,11699,11528,9978,11962,11577
Unknown,0,0,63,0,1843,2532,73,2404,2596,2693,2752,66,2165,0,0,58,15026,0,0
Unknown,240,0,51,0,6705,7789,15020,6738,6069,6951,7468,0,7581,0,10562,58,133,9276,52
Unknown,106,0,0,0,2684,2807,9445,3046,2122,2604,2623,0,2806,0,529,60,0,52,0
Unknown,0,0,0,0,76550,71887,0,62507,55802,58491,56209,0,60514,0,0,54,11946,72,0
Unknown,0,0,0,0,5277,5603,58,3630,5675,5750,5702,128,5530,0,0,0,310042,0,0
w/o MS2:LPC 16:1,0,70,0,0,0,0,5509,0,0,0,0,68,0,0,0,0,0,0,0
w/o MS2:SL 12:1;O/15:2,216,56,177,0,1949,1732,247,2099,1692,2108,2120,88,1556,93,157,113,145,195,16121
w/o MS2:SL 12:1;O/15:2,207,228,105,0,8018,8725,199,8306,7557,8719,8932,0,8602,184,173,169,92,130,6664
w/o MS2:PE O-8:0_13:1,0,0,0,0,3312,3601,55,4006,4707,4336,4544,154,3519,53,54,442,10830,54,28566
LPC 18:1,51,0,52,0,23653,24967,57,23788,22270,25048,25239,102,24882,54,57,253,3136,0,30469
Unknown,19317,8873,6667,0,135569,35701,100427,38718,32563,32271,37464,53720,35777,86942,120344,130777,63479,98829,155973
Unknown,32761,280,267,0,487,342,1655,421,335,168,200,734,176,1499,1796,1306,365,1750,1298
Unknown,54,0,0,0,77097,41917,51,56115,45463,48187,50377,0,46933,0,116462,5399,5262,109349,83908
Unknown,0,0,0,0,172200,250320,0,211506,241569,242388,244954,1354,244337,0,256418,15548,13257,239292,174206
Unknown,275,52,0,0,3078,1522,9427,1269,1186,1540,1491,0,1293,0,8522,86,100,7270,0
w/o MS2:MGDG 8:0_8:0,0,57,0,0,2575,3313,7071,3407,2874,3399,3538,0,3234,0,1191,61,0,1484,74
w/o MS2:Cer 13:0;2O/22:6,249,72,122,0,1978,6354,5359,6228,5842,5890,6099,6513,6072,5100,4585,4004,5100,5407,3732
Unknown,77,145,0,0,1655,2213,0,1783,1847,2089,2222,0,1980,57,76,0,14111,0,58
w/o MS2:Cer 12:0;2O/22:6;O,152,195,60,0,10931,10535,379,12629,12427,12398,11078,270,9674,196,19923,22426,17838,21096,21676
Cer 32:4;2O|Cer 12:2;2O/20:2,252,166,208,0,28332,29193,368,27655,26000,30139,29821,223,28466,121,13008,14397,11229,14416,14437
w/o MS2:DG 28:4,54,0,0,0,3179,3690,54,3515,3192,3381,3725,84,3444,0,60,15170,0,0,0
w/o MS2:DG 28:4,54,0,0,0,2984,3162,89,2578,2462,2719,2892,0,2876,0,0,14370,0,0,0
Unknown,172,59,80,0,12992,13070,58052,10711,10759,12981,13935,0,14170,0,2972,0,0,696,69
w/o MS2:SL 12:1;O/16:3;O,0,0,60,0,7978,74,152,1204,200,121,0,0,81,125,295,526,391,310,1782
Unknown,0,0,0,0,1717,2022,276,1819,1746,1887,1799,0,1938,0,4659,99,239,6221,70
w/o MS2:CAR 26:4,165,0,55,0,210,408,0,391,469,392,473,61,411,0,0,102,11375,0,0
w/o MS2:VAE 15:0,217,83,0,0,7763,7883,55,7731,6353,7428,7824,64,7330,5765,1972,9032,10813,3028,5375
w/o MS2:RIKEN P-VS1 ID-4767 from Mouse_Feces_WT_ABX_Ctr,0,0,65,0,3262,2992,0,3781,3572,3030,3092,0,2741,0,575,745,17101,709,1066
w/o MS2:RIKEN P-VS1 ID-4767 from Mouse_Feces_WT_ABX_Ctr,0,71,0,0,5111,6198,0,5137,5898,6673,6432,0,6914,0,390,586,9299,581,906
w/o MS2:NAGly 8:0;O(FA 21:4),175,0,0,0,2296,2829,0,2435,2483,2739,2761,0,3024,0,0,70,14387,0,54
w/o MS2:MGDG O-13:1_5:0,107,52,0,0,446,394,0,363,276,502,373,0,456,59,0,54,10013,0,54
Unknown,2668,843,658,0,8358,2481,5966,2469,2205,2366,2416,3553,2326,5276,6529,7820,5989,5365,8543
w/o MS2:NAGly 8:0;O(FA 21:3),62,54,0,0,1258,1258,69,681,1215,1194,662,0,1091,0,66,0,7753,0,52
Unknown,0,51,0,0,10937,13475,0,12740,13903,13692,13335,100,13302,0,11100,655,538,14440,7338
Unknown,0,0,0,0,10937,11530,0,11428,13903,12410,13335,156,13228,0,16098,1049,888,14440,11646
Unknown,7284,0,0,0,0,0,61,0,0,0,0,0,0,0,52,0,97,0,0
Unknown,0,0,0,0,8861,9133,0,8753,8959,8951,8963,134,9420,4437,7399,7115,9805,9579,7190
Unknown,0,0,0,0,10332,9058,0,9996,8959,8951,8773,134,9420,4437,10970,10909,10011,10301,11094
w/o MS2:NAGly 8:0;O(FA 21:2),98,57,0,0,1331,1077,72,1236,1231,1420,1322,0,1510,0,51,0,10812,0,73
w/o MS2:Cer 13:0;2O/22:6;O,84,0,54,0,14997,15631,850,14319,12934,12304,12819,0,14152,56,56,143,334,59,79
w/o MS2:Cer 13:0;2O/22:6;O,241,82,56,0,1421,1515,82,1524,1518,1780,1533,56,1870,58,10250,10703,8854,9990,9888
w/o MS2:SL 12:2;O/16:4;O,0,72,67,0,377,348,0,199,303,212,253,0,340,0,58,80,8590,0,60
Unknown,7938,62,66,0,156,0,79,14,0,0,74,0,78,0,66,0,84,52,80
w/o MS2:DGTS 12:0_8:0,97,108,0,0,9586,3645,2847,4028,3520,3220,3658,4400,3509,2612,5412,3860,2596,2451,4395
w/o MS2:DGTS 12:0_8:0,106,50,70,0,9008,3671,1936,3423,2785,2940,2976,4209,2524,1482,5642,7180,5440,4299,8886
Unknown,0,0,62,0,3150,3244,52,2448,2667,3512,3604,54,3699,1147,420,5203,8205,832,2318
w/o MS2:RIKEN P-VS1 ID-4949 from Mouse_Muscle_WT_CTX0_Ctr,192,50,66,0,887,1048,1840,12358,2533,970,860,0,676,1274,1123,823,1928,1654,618
Unknown,0,0,0,0,699,509,0,517,450,132,530,0,528,0,0,90,7203,0,69
RIKEN P-VS1 ID-4994 from Mouse_Muscle_WT_CTX0_Ctr,123430,16016,12008,0,174508,73774,85047,66843,70965,74334,74589,49404,70609,71756,141091,139174,141424,142680,122808
Unknown,261,59,0,0,37721,39939,110,33514,29434,31402,31341,53,32767,0,0,124,4976,64,59
Unknown,227,53,0,0,906,1030,52,805,1096,1059,1245,62,1304,67,55,54,251356,0,52
Unknown,60,0,0,0,2116,2130,0,1518,1680,1775,1946,0,1849,0,0,0,16109,0,0
Unknown,886,104,78,0,4979,6030,267,5398,5211,6148,5658,100,5858,2092,4152,4640,6364,3972,4415
Unknown,0,61,0,0,4640,5737,0,5312,4772,5721,6536,52,6171,0,0,16687,80,0,51
w/o MS2:CAR 28:6,1086,827,1043,0,10580,10581,1014,10313,11408,11759,11353,842,11005,1061,7789,9072,7649,8218,8532
Unknown,0,0,0,0,3551,4124,190,3547,3833,3092,3062,0,3342,67,54,233,18622,72,0
Unknown,351,76,72,0,1018,830,96,982,830,883,1009,0,871,116,100,130,6714,56,92
w/o MS2:CAR 28:5,153,95,0,0,426,397,0,301,329,338,335,56,450,67,72,109,11111,95,83
Unknown,137,61,0,0,6496,2717,13460,2556,2620,2598,2925,0,2619,52,12882,0,174,10976,53
Unknown,120,55,0,0,8604,7204,21138,7513,6472,6919,7223,50,7285,0,18565,78,332,18145,73
Unknown,119600,62,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
Unknown,5506,61,0,0,63,0,0,0,33,0,0,0,0,0,0,0,0,0,59
Unknown,5794,0,0,0,66,0,0,0,0,59,55,0,0,68,0,0,68,0,72
w/o MS2:VAE 18:4,60,95,52,0,1175,833,54,579,1176,1053,604,142,1175,0,50,54,10368,131,105
Unknown,375,0,0,0,2562,7008,5534,6814,6233,6504,7555,7405,7207,6063,4901,5008,5382,5465,4561
w/o MS2:VAE 18:3,55,0,0,0,1199,1218,0,1006,956,1313,1212,0,1221,0,55,0,9259,58,0
w/o MS2:Cer 12:1;3O/24:5;(2OH),108,0,54,0,14412,13538,59,14629,13875,12367,13936,182,11573,56,15558,18263,13948,15676,16900
w/o MS2:Cer 12:1;3O/24:5;(2OH),242,84,0,0,20260,21300,74,19579,18315,20331,20113,86,20251,68,15018,12926,10820,16341,12196
w/o MS2:Cer 12:0;2O/23:0;O,114,0,0,0,1371,1306,0,1175,910,986,1273,0,1136,0,0,0,10693,0,0
Unknown,815,0,0,0,81,65,0,152,75,166,183,56,158,0,861,110,8272,754,179
Unknown,212,0,0,0,1360,1026,0,1100,1081,1288,1173,0,866,0,0,0,13418,0,0
Unknown,63,0,57,0,3435,2492,0,1666,3305,3411,3199,0,3098,0,0,0,11571,0,0
Unknown,110,0,0,0,8541,5875,133,5194,5662,6455,6398,0,5708,0,300,65,51309,136,593
w/o MS2:RIKEN P-VS1 ID-5423 from Mouse_Plasma_ApoEKO_N_F1DHA,101,0,0,0,8456,6424,1455,6098,5926,6926,6090,87,6262,0,1863,169,27652,1768,8395
Unknown,0,0,0,0,118,444,0,180,461,303,233,0,500,0,0,0,7100,0,0
