Metabolite_name,blank_01,blank_02,blank_03,blank_04,Cultures_QC_01,Cultures_QC_02,POS_BDS_EC_IPLs,POS_Cultures_Pooled_QC_01,POS_Cultures_Pooled_QC_02,POS_Cultures_Pooled_QC_03,POS_Cultures_Pooled_QC_04,POS_Cultures_Pooled_QC_05,POS_Cultures_Pooled_QC_06,POS_u_DA_IPLs,POS_u_EC_IPLs,POS_u_H_IPLs,POS_u_S_IPLs,POS_u2_EC_IPLs,POS_u2_y_IPLs
RIKEN P-VS1 ID-5453 from Mouse_Macrophage_WT_N_F1AA,1241,310,384,0,119929,132859,258,120249,101603,124342,133713,745,138464,39389,71927,79290,68000,69863,77416
w/o MS2:Cer 13:1;3O/24:5;(2OH),158,93,60,0,1242,1442,96,962,1299,1163,1178,52,1316,87,6035,8534,6422,7448,7715
Unknown,100,52,0,0,11206,10641,479,9765,9488,9119,9811,0,9811,98,59,70,740,59,0
w/o MS2:Cer 12:0;3O/23:0;(2OH),4799,0,71,0,7028,8572,99,7300,6642,8289,8475,107,8212,2746,5789,5708,9442,5897,6511
Unknown,0,0,0,0,3606,3490,0,4068,4240,3873,3080,0,3544,2564,1176,16401,21103,1501,7704
Unknown,0,0,0,0,20933,22494,116,20309,22034,22621,22781,0,22666,19865,256,2290,3224,476,876
Unknown,0,0,0,0,2679,1926,0,2236,2125,2354,2298,0,2595,359,591,10021,17138,891,3836
Unknown,0,77,0,0,18504,18924,0,13840,16192,19426,19003,137,18046,4922,2032,27575,41349,4198,11119
Unknown,55,0,103,0,16276,15984,0,15322,14851,15172,16041,72,16174,11504,674,4965,8133,719,1910
w/o MS2:SL 12:1;O/20:1,6958,0,0,0,0,0,56,0,0,0,0,0,0,0,0,113,0,54,0
Unknown,0,88,66,0,638,616,1072,6666,1499,756,511,0,515,1193,810,532,1003,878,274
Unknown,0,0,0,0,306,390,0,476,370,416,250,0,243,0,68,0,7381,0,0
w/o MS2:CoQ6,0,90,0,0,2361,2574,71,2174,2078,2546,2842,0,2460,100,53,0,0,0,8360
DG 32:0,725,214,116,0,6511,6657,189,6194,5404,6835,6828,179,6396,3726,6443,5832,6435,6175,6079
w/o MS2:RIKEN P-VS1 ID-5627 from Mouse_AdrenalGlands_WT_N_Ctr,221,0,0,0,2718,2174,0,1884,1847,2029,2327,0,2007,0,0,0,15484,0,0
Unknown,417,106,0,0,2238,1890,6261,1927,2010,1910,2425,0,2078,0,6020,0,0,4467,55
w/o MS2:RIKEN P-VS1 ID-5651 from Mouse_Feces_WT_ABX_Ctr,54,54,0,0,7273,7994,63,9162,10191,8510,8770,121,6931,0,0,0,58979,0,0
w/o MS2:RIKEN P-VS1 ID-5651 from Mouse_Feces_WT_ABX_Ctr,115,0,0,0,13608,16152,63,13140,15421,15271,15876,0,16015,0,58,0,30554,0,0
Unknown,8810,0,0,0,86,63,0,0,212,58,0,0,101,59,0,0,78,0,60
Unknown,60,0,58,0,2003,5059,1058,3310,2538,3418,3514,64,5820,742,266,0,64,366,105
Unknown,1361,1535,1469,0,3864,3262,5337,3016,2757,3195,3248,960,2906,867,2392,7645,1485,2315,1055
Unknown,60,0,54,0,6713,8764,0,7907,6006,7456,7910,0,8926,2452,4224,4627,3728,4007,4736
w/o MS2:Cer 12:1;3O/24:0;(2OH),158,0,0,0,694,823,481,560,509,734,800,0,590,0,8021,55,52,975,0
w/o MS2:SL 12:1;O/22:1,340,406,315,0,6900,6943,418,6169,7418,6919,6628,339,6739,254,4365,6295,5171,4815,5342
w/o MS2:SL 12:2;O/22:6;O,0,0,54,0,22202,19394,53,17610,18713,21075,20635,56,18588,7358,2506,30798,52621,4504,12751
w/o MS2:SL 12:2;O/22:6;O,63,56,57,0,27218,26285,75,23765,25210,26143,27875,0,25855,19790,164,1608,2300,443,820
Unknown,0,56,0,0,7102,4381,56,3689,3568,4265,4269,0,4375,86,473,191279,5073,1085,5714
Unknown,0,0,0,0,8964,6501,0,5595,6924,6375,6002,58,8357,2223,1121,12014,21977,1682,5343
Unknown,0,0,0,0,17630,23665,60,15694,19318,24659,24260,864,23756,0,0,0,648423,51,104
Unknown,0,0,0,0,375693,361727,91,340338,277693,278276,326464,0,347310,53,0,62,0,0,0
RIKEN P-VS1 ID-5931 from Mouse_Macrophage_WT_N_F1AA,1150,391,364,0,283392,284106,496,254508,214008,276483,276100,1527,285752,124965,224751,257064,253555,222762,257994
w/o MS2:PC 17:0_6:0,54,0,0,0,3123,3560,9816,3161,3882,3814,3992,58,3195,0,8720,0,54,7721,0
w/o MS2:Cer 13:2;3O/26:6;(2OH),0,0,0,0,5037,4566,0,3998,3671,4176,4900,0,4464,0,0,0,54,0,14706
Unknown,66,0,0,0,2020,1737,0,1927,2896,2104,1095,0,1759,0,0,0,13374,0,0
Unknown,64,0,0,0,1367,1433,0,1404,1233,1127,1173,52,2139,0,0,0,11013,71,0
Unknown,116,51,75,0,4416,4851,70,4108,4814,5581,5421,75,5201,2011,3547,1970,5370,3174,2829
Unknown,350,0,0,0,4139,4643,8885,4391,3923,4423,4499,0,4547,0,4505,1730,5262,3655,63
Unknown,404,202,146,0,15353,5743,3411,10633,7591,6886,6560,2234,6489,3225,2379,2480,8778,8844,5646
w/o MS2:Cer 12:1;3O/25:1;(2OH),1042,75,76,0,1964,2231,50,2029,2078,2175,2223,112,2282,147,480,449,6283,264,1330
w/o MS2:Cer 13:1;3O/26:5;(2OH),276,0,62,0,3866,6106,4838,7225,5473,6012,6520,7226,6496,5650,5188,5010,5286,5705,4453
w/o MS2:SL 13:1;O/20:4;O,0,0,0,0,1026,841,0,814,720,638,877,0,755,0,54,56,0,0,6535
w/o MS2:SL 12:1;O/23:1,139,0,58,0,11402,11689,169,8020,8853,8536,7822,87,12059,62,8353,12478,9403,10361,11283
w/o MS2:SL 12:1;O/23:1,77,60,113,0,11402,11689,140,10368,11510,11931,11968,0,12059,79,7911,9657,9282,9398,10386
DG 34:0|DG 16:0_18:0,3329,236,290,0,217572,269765,261,238167,208285,240168,257544,1058,270488,69628,129667,143878,115896,126145,140693
DG 34:0,527,81,124,0,62395,60126,315,56818,50528,54953,58456,826,59412,42573,65198,74912,27713,64829,68898
Unknown,0,0,0,0,97,65,0,0,0,0,94,0,57,0,0,0,5752,68,0
Unknown,104,0,0,0,44781,36187,66,32682,35220,36171,36398,55,36452,393,10448,80167,36150,18646,43266
Unknown,63,0,0,0,3059,2935,0,2748,2615,3366,2943,54,3024,0,0,13741,0,0,0
Unknown,0,0,0,0,4748,5081,0,4671,4762,4929,4914,0,5110,0,0,23346,0,0,0
w/o MS2:PC 18:0_6:0,0,0,0,0,2107,2206,6680,1943,2203,2390,2462,0,2319,0,6058,0,0,5024,0
Unknown,1559,1738,1784,0,4346,3642,8256,2812,2766,3443,3159,1427,3407,1318,2618,7962,2034,2338,1364
Unknown,0,0,0,0,820,900,0,742,977,1026,809,54,480,62,0,0,6545,0,0
Unknown,128,0,0,0,5545,6028,444,5035,4910,5649,5607,0,5541,0,280,336,17890,334,0
Unknown,174,64,54,0,16457,18419,60,15628,14642,17717,16829,90,17751,7153,12485,14367,13754,12160,14414
w/o MS2:Cer 13:0;2O/26:3,53,70,0,0,291,347,130,402,553,555,686,0,236,0,69,0,7616,66,0
w/o MS2:DG 35:3,354,0,0,0,1412,1636,0,1694,1494,1297,1359,0,1355,0,0,64,7161,0,0
Unknown,59,54,54,0,1712,4767,540,3382,2967,3741,3239,323,5347,847,339,316,759,618,495
w/o MS2:SL 12:1;O/24:1,153,0,68,0,6456,6326,72,6122,5970,5939,6464,0,6162,62,102,72,89,52,69
Unknown,0,0,0,0,242,358,0,267,233,343,254,0,310,0,91,51,7164,0,0
Unknown,0,52,0,0,5302,6073,0,7348,5361,4734,5274,0,6166,0,0,56,0,0,0
Unknown,475,0,0,0,4071,4070,0,3805,3479,3757,3944,0,3934,0,0,56,15145,0,0
Unknown,381,0,0,0,4740,5623,76,5159,5700,5546,5477,0,5129,0,59,0,27856,0,0
Unknown,1062,0,0,0,4489,4476,52,4207,3893,4283,4421,0,4202,0,58,176,20680,0,0
PE 28:0|PE 13:0_15:0,90,0,0,0,28325,32391,94018,28435,27514,30978,30108,94,32070,0,84786,0,0,72992,0
w/o MS2:RIKEN P-VS1 ID-6529 from Mouse_Macrophage_WT_N_F1EPA,0,0,0,0,102494,79670,73,71857,66898,80022,81575,0,83331,4791,2947,2211,5030,4412,4137
w/o MS2:RIKEN P-VS1 ID-6529 from Mouse_Macrophage_WT_N_F1EPA,0,58,64,0,18956,14276,0,17781,18397,13556,14527,400,14251,459,67326,47840,148166,68253,71037
Unknown,55,0,0,0,296,423,0,283,387,405,389,0,519,0,0,0,6605,0,0
RIKEN P-VS1 ID-6547 from Mouse_Muscle_WT_CTX0_Ctr,0,56,0,0,96717,95567,67,86233,93494,95742,96999,439,96095,505,20354,170292,76478,40535,94029
w/o MS2:Cer 12:1;3O/27:1;(2OH),9757,139,123,0,971,1189,563,926,1015,1724,1529,885,1706,790,1471,859,486,481,335
DG 36:1|DG 18:0_18:1,4009,500,436,0,5977,6653,563,6531,6460,6633,6558,451,6436,1505,3554,3382,5267,3470,4027
DG 36:0|DG 18:0_18:0,2418,526,316,0,714122,781104,531,690792,594564,727387,744047,2986,788058,297596,548568,635124,596281,540509,638690
w/o MS2:RIKEN P-VS1 ID-6683 from Mouse_Muscle_WT_CTX5_Ctr,0,53,0,0,20579,18120,0,15506,17009,19071,19201,0,18374,131,4923,32154,15970,10564,18695
DG 36:0,1546,162,207,0,105960,104599,360,100980,91355,102953,102916,1964,106683,82878,91569,116116,100489,99407,113739
w/o MS2:PC 6:0_20:1,135,0,0,0,3257,3091,6920,2954,3309,3066,2986,0,3170,0,6953,62,0,5750,50
w/o MS2:VAE 24:5,83,64,0,0,26583,28594,0,26034,22789,27144,27584,80,27148,0,54,0,67,0,54961
Unknown,137,0,60,0,1901,2217,0,2201,1746,1971,2339,103,1989,0,0,8893,100,0,51
PE 29:0|PE 14:0_15:0,113,0,0,0,12685,13228,43478,11974,11340,13679,13848,89,13209,0,37328,0,0,34646,0
PE 29:0,56,0,0,0,16173,16302,38631,14428,14740,15252,16211,0,15974,0,33055,0,0,28854,51
Unknown,1631,739,686,0,564,722,6356,488,486,710,666,433,613,648,1331,2643,0,819,654
Unknown,2014,0,0,0,17013,15455,0,12580,14709,15903,15279,0,15012,0,0,41812,0,0,0
w/o MS2:RIKEN P-VS1 ID-6897 from Cell_C2C12_WT_N_4h50AA,0,56,0,0,373687,407639,56,362820,332764,384441,391678,0,407948,14164,9114,6317,11365,11341,10261
w/o MS2:RIKEN P-VS1 ID-6897 from Cell_C2C12_WT_N_4h50AA,0,0,0,0,64241,65324,55,83815,88019,60155,64503,1462,66956,1148,246021,166933,541068,243810,246761
w/o MS2:SM 12:1;2O/19:3,91,56,0,0,768,813,0,399,773,808,780,0,765,0,0,0,5460,0,50
w/o MS2:NAGly 9:0;O(FA 28:0),548,220,274,0,36289,44051,91,37560,33209,37984,39659,505,42269,28725,57292,60109,11890,52061,60707
w/o MS2:SL 12:1;O/26:1,247,0,61,0,4360,5067,4553,5544,4996,4977,5286,5532,4762,4345,4572,5047,5229,4924,4741
w/o MS2:PC 25:0,0,71,0,0,7574,8033,22973,7324,7734,7940,8202,0,8238,70,20477,72,69,18346,0
w/o MS2:Cer 12:2;2O/30:6,148,60,0,0,5542,5225,86,5555,5491,5913,5235,54,5360,120,2112,3622,2865,2343,2895
w/o MS2:SL 12:1;O/25:1;O,152,60,79,0,5559,5408,76,5181,5795,5474,5282,0,5367,60,3603,6990,5563,4200,6308
w/o MS2:SL 12:1;O/25:1;O,101,70,79,0,3909,4667,132,3090,3560,3134,2938,62,2083,0,4159,7279,6056,5887,6328
w/o MS2:TG 8:0_8:0_19:0;1O,62,0,0,0,9194,9568,0,9290,8573,9903,9303,0,10122,60,0,163,120,0,19538
w/o MS2:Cer 13:0;2O/30:3;O,216,0,0,0,3876,4405,0,3983,3523,3595,4751,0,4228,66,0,12724,55,0,64
w/o MS2:RIKEN P-VS1 ID-7005 from Mouse_Macrophage_WT_N_F1AA,0,73,0,0,48095,47011,0,42183,40034,45596,46913,0,49407,2209,1421,931,2430,2164,1632
w/o MS2:RIKEN P-VS1 ID-7005 from Mouse_Macrophage_WT_N_F1AA,0,69,0,0,8490,8506,0,10970,11179,7708,9022,279,8842,127,32018,21222,61704,31782,31772
w/o MS2:SM 30:3;3O,64,0,52,0,246,141,58,24,200,133,166,60,57,78,53,95,15631,70,0
PE 30:1|PE 15:0_15:1,0,0,0,0,25244,27518,58950,23459,25282,27565,27393,79,26846,0,61319,0,0,49141,415
w/o MS2:Cer 12:0;2O/31:1;O,193,0,0,0,4029,5141,0,4404,3819,4421,4982,0,5156,0,0,11682,0,52,0
w/o MS2:RIKEN P-VS1 ID-7082 from Mouse_Macrophage_WT_N_F1AA,1368,673,686,0,4704,4397,1289,4462,3147,3441,3896,262,4075,2199,2753,7371,5360,2318,2261
w/o MS2:RIKEN P-VS1 ID-7088 from Mouse_Feces_WT_N_Ctr,87,0,0,0,6215,5680,58,5447,5266,5807,6123,0,5386,0,0,54,0,0,15873
w/o MS2:RIKEN P-VS1 ID-7088 from Mouse_Feces_WT_N_Ctr,60,62,61,0,5519,4806,0,4845,4066,4526,4963,0,4440,88,0,64,0,0,19583
w/o MS2:RIKEN P-VS1 ID-7095 from Mouse_Muscle_WT_CTX0_Ctr,591,0,0,0,1931,2394,0,1988,1714,2028,2321,0,2444,0,0,8279,52,0,0
PE 30:0|PE 15:0_15:0,0,59,0,0,104464,111465,383463,100227,96740,105401,107661,647,107794,0,338046,0,129,299257,0
Unknown,0,0,0,0,856,1187,0,686,790,960,955,80,926,0,0,0,21309,0,0
Unknown,51,53,0,0,15178,14179,0,12262,10128,10357,12370,0,12801,0,0,0,92,0,0
w/o MS2:RIKEN P-VS1 ID-7146 from Mouse_AdrenalGlands_WT_N_Ctr,0,0,0,0,3462,3332,54,3500,3111,3253,3378,0,3353,0,0,88,12342,0,63
Unknown,0,0,0,0,53,112,0,72,0,0,57,0,60,0,0,0,10331,0,0
w/o MS2:NAGly 10:0;O(FA 28:1),0,90,0,0,4455,4008,0,3803,3197,3035,4154,0,3594,56,98,214,0,109,16498
w/o MS2:TG 8:0_8:0_21:1,82,0,61,0,2956,6034,0,4485,4073,4083,5222,0,6069,0,0,0,0,0,8772
Unknown,114,0,0,0,3031,3402,0,2586,2907,3322,3504,0,3560,0,0,8080,0,0,0
Unknown,103,0,54,0,2436,8502,826,5206,5275,6810,6314,594,10411,777,420,442,1043,1000,893
Unknown,77,0,0,0,407,0,1396,9876,1396,58,58,0,0,802,1343,1053,1225,1031,453
Unknown,184,60,55,0,3529,3244,0,2936,2919,3510,3354,0,3363,0,0,54,170,0,8677
Unknown,1343,188,109,0,9044,10032,179,9093,8264,10000,10269,121,10131,72,185,87,120,61,23317
w/o MS2:RIKEN P-VS1 ID-7242 from Mouse_AdrenalGlands_fads2KO_N_Ctr,840,0,71,0,3901,4232,60,3951,3755,4346,4165,0,4116,710,1928,2876,4260,1863,7032
Unknown,0,0,0,0,1277,1748,0,1672,1578,3884,1659,0,3423,11227,14,121,62,550,175
DG 38:0|DG 18:0_20:0,376,0,0,0,5786,7070,0,5336,6000,6686,7097,0,6635,2828,4990,5252,5975,5008,5500
Unknown,4460,0,0,0,62803,68800,0,57022,64739,66406,66666,217,65855,0,0,163597,0,0,0
w/o MS2:DGDG O-8:0_8:0,51,0,94,0,947,1532,72,1574,1531,1467,1363,97,1323,0,0,0,21973,0,53
w/o MS2:DGDG O-8:0_8:0,0,0,0,0,5713,6454,0,6416,5660,7084,7483,54,6930,51,0,0,11837,0,0
w/o MS2:NAGlySer 15:2;O(FA 18:5),88,0,0,0,3508,3671,11052,3057,3247,3583,3775,0,3767,74,9919,0,56,9736,62
w/o MS2:NAGlySer 15:2;O(FA 18:5),130,0,68,0,4236,4482,9687,4138,3874,4079,4110,0,4067,0,9126,0,0,7480,0
w/o MS2:HexCer 17:2;2O/16:4;O,107,52,53,0,4508,4763,123,5402,4777,4493,4876,0,3865,431,10945,8165,8524,11287,8619
w/o MS2:HexCer 17:2;2O/16:4;O,147,52,90,0,13428,13745,176,12021,13126,14257,13434,0,13693,2755,2784,2291,2200,3724,2450
Unknown,576,0,0,0,16610,21455,0,18041,20081,20932,20413,93,21851,0,0,43500,0,0,0
w/o MS2:PC 6:0_22:1,56,0,0,0,2250,2848,58,2352,2590,2553,2698,0,2697,56,0,52,0,92,10530
PE 31:1,0,0,0,0,56043,62115,144635,57441,56582,62629,64365,360,63678,0,133421,0,0,114961,165
Unknown,0,0,0,0,1018,526,0,974,1084,1103,932,70,667,114,0,0,15936,0,0
w/o MS2:SL 12:2;O/26:6;O,59,0,54,0,7745,95,141,954,225,86,123,0,234,83,159,284,0,122,530
w/o MS2:RIKEN P-VS1 ID-7421 from Cell_C2C12_WT_N_4hCtr,638,0,0,0,3060,3125,0,3044,2793,2752,3205,0,3019,0,0,54,16124,0,0
w/o MS2:RIKEN P-VS1 ID-7421 from Cell_C2C12_WT_N_4hCtr,630,0,0,0,2892,2492,227,2686,2721,2859,2612,0,2734,0,60,56,12725,151,0
w/o MS2:PC 22:0_6:0,58,0,68,0,9838,10167,23706,8685,8836,10011,10198,0,10385,0,20480,67,54,18438,0
PE 31:0,103,0,0,0,19997,21967,89996,21041,18886,19316,21380,91,22899,84,74333,0,0,69925,0
Unknown,67,61,0,0,188,54,0,60,170,88,106,58,79,59,56,0,6215,71,80
Unknown,0,0,56,0,1313418,1148824,56,1099970,1131306,1186081,1196957,3396,1162078,4806,295004,1591568,999178,631365,1071260
Unknown,50,0,71,0,5780,5422,278,4744,4997,5404,5780,0,4949,672,1333,196,801,1146,1122
w/o MS2:SL 13:1;O/26:5,57,0,0,0,3208,4225,9572,3499,3926,4025,4267,0,4147,60,8252,54,58,7156,0
w/o MS2:PI-Cer 26:3;3O,0,0,0,0,3612,4521,0,3246,4200,4756,4509,276,4801,0,0,0,54348,0,0
w/o MS2:PI-Cer 26:3;3O,65,0,0,0,32510,27990,0,27465,24118,24691,27146,0,27375,0,0,0,57,0,64
w/o MS2:PC 27:3,62,64,59,0,3116,2818,10543,2756,2672,3298,3190,62,2972,57,9949,0,78,9157,54
w/o MS2:RIKEN P-VS1 ID-7491 from Mouse_Macrophage_WT_N_F1AA,1509,883,883,0,5083,4690,0,4966,3737,4493,3754,367,5003,2415,0,8521,5567,0,2961
w/o MS2:Cer 12:1;3O/32:6;(2OH),0,0,0,0,5094,6163,0,4203,4792,5450,5750,82,6128,0,0,0,0,0,0
w/o MS2:SL 12:1;O/26:5;O,683,343,471,0,7489,7189,440,6918,6988,8150,7904,51,7014,340,516,280,360,365,569
w/o MS2:Cer 12:1;3O/32:5;(2OH),0,0,0,0,43282,52217,0,46584,40609,41829,49570,195,51673,0,0,0,0,0,681
w/o MS2:RIKEN P-VS1 ID-7579 from Mouse_Macrophage_WT_N_F1AA,454,70,0,0,2535,3781,0,4268,3544,4075,3836,0,3529,51,8979,9287,4782,7919,8194
RIKEN P-VS1 ID-7579 from Mouse_Macrophage_WT_N_F1AA,332,0,0,0,7944,7901,0,7686,6873,7730,7937,0,8074,54,1571,1599,1247,2077,1563
w/o MS2:NAGly 11:0;O(FA 28:0),822,359,410,0,185621,237435,775,209921,194133,226767,228150,1889,238453,118991,166791,168107,154628,171059,177566
Unknown,1034,662,498,0,15142,7298,3177,11772,8344,6277,6519,2947,7395,4632,2189,3658,7976,8108,5627
PE 30:1,0,0,0,0,6417,6695,15595,6364,6055,6706,6480,0,6925,0,15540,0,0,13111,59
PE 30:0,90,53,76,0,26770,25622,86602,23906,23010,24309,26093,151,24472,0,78510,0,0,69623,68
w/o MS2:RIKEN P-VS1 ID-7652 from Mouse_Feces_WT_N_Ctr,317,72,0,0,8939,13224,84,10238,9674,11660,12764,74,11931,61,128,126,97,168,18297
w/o MS2:TG 8:0_8:0_21:0;1O,338,0,0,0,15007,19032,0,17237,16953,18357,18310,81,17462,0,0,78,60,0,44444
w/o MS2:TG 8:0_8:0_21:0;1O,0,0,0,0,24216,31369,60,27552,27325,31054,31183,173,30739,0,0,156,0,0,67502
PE 32:2|PE 16:1_16:1,124,0,71,0,17707,19233,2763,16235,17632,19379,20586,64,20059,107,3072,260,186,2366,81963
w/o MS2:PC 6:0_23:1,168,0,0,0,25140,25423,53881,25888,26839,24867,25805,273,25591,52,50044,125,324,44550,10962
PE 32:1,78,0,89,0,93637,100177,233061,87118,86806,98075,98874,535,99010,0,210032,0,212,187342,1880
w/o MS2:SL 13:2;O/26:6;O,0,0,0,0,263,358,0,352,282,362,216,0,193,56,0,0,11844,57,0
w/o MS2:SL 13:2;O/26:6;O,0,0,0,0,0,104,59,70,0,79,66,0,62,0,0,0,8657,56,52
w/o MS2:RIKEN P-VS1 ID-7761 from Mouse_Feces_WT_N_Ctr,0,0,0,0,14056,14944,50,14150,13122,14558,14510,114,14268,0,0,0,0,0,44728
w/o MS2:RIKEN P-VS1 ID-7761 from Mouse_Feces_WT_N_Ctr,171,56,0,0,16012,15870,51,14959,14937,16083,16436,69,16459,0,60,102,57,0,48575
PE 32:0,355,0,64,0,42338,47052,165104,40391,37546,39273,46365,273,44552,0,147476,0,167,126620,71
Unknown,268,0,0,0,2111,2536,71,2305,2126,2372,2349,0,2230,0,64,55,9371,68,0
Unknown,218,0,0,0,7043,7113,82,7168,5903,7167,7001,0,6987,0,54,150,41607,142,0
w/o MS2:DGDG O-15:3_3:0,0,0,0,0,12142,11254,0,10380,11259,10930,11163,95,11058,89,4070,14460,9147,6797,11709
w/o MS2:CerP 12:1;2O/28:4,735,0,52,0,11002,11740,20605,10011,9123,11472,11577,0,10762,61,15972,0,69,11768,0
Unknown,52,0,0,0,10302,7684,0,9839,9552,9318,9947,93,9735,81,7437,5114,20117,7354,6979
Unknown,54,0,57,0,1191708,1189302,54,1059802,989866,1151632,1178699,0,1215622,43583,27292,18244,67654,47196,31866
Unknown,0,0,0,0,133468,146493,54,115397,111128,121433,134324,588,144250,1309,142240,72122,272374,122023,103297
Unknown,0,90,0,0,288259,288871,54,322572,334794,260696,282331,4106,255589,5275,887418,500297,1714572,875552,738053
Unknown,0,0,54,0,91745,94563,0,115397,89821,101395,85881,364,88658,1300,57160,29644,270821,56296,44782
Unknown,0,0,0,0,10302,9958,0,9839,9552,9318,9947,93,9735,81,7437,5114,20117,7354,4933
w/o MS2:SM 12:1;2O/22:4,253,62,0,0,8598,8542,53,7983,6990,7942,7687,0,8741,5984,8914,9492,5754,9284,9130
w/o MS2:NAGly 12:0;O(FA 28:1),83,57,65,0,10450,11706,57,10879,9437,9997,11227,125,10807,96,142,90,54,64,35882
Unknown,729,193,130,0,6369,7530,131,6674,6752,7068,8031,247,7972,167,212,198,137,388,16634
Unknown,593,0,52,0,48595,52921,166,49263,43976,49196,52918,71,50000,6590,27932,42393,22230,23999,17268
Unknown,309,64,75,0,28233,28891,74,27207,24682,24928,25865,51,27442,3766,18413,26122,17494,19097,10158
PE 31:1,0,0,0,0,15492,15733,37360,14548,14538,15125,15746,52,16090,0,34775,58,0,29992,80
w/o MS2:DGTS 15:3_17:4,120,0,0,0,10536,11819,0,10822,11516,12204,11399,0,11598,3792,5620,10232,11530,8305,9882
w/o MS2:DG 40:2,277,0,0,0,9034,8229,64,8222,7560,8258,8447,0,8861,0,64,0,0,53,14590
w/o MS2:DG 40:2,149,0,0,0,9034,7630,66,6118,5222,8258,5880,0,6017,0,0,0,93,0,14856
w/o MS2:DG 40:2,581,54,64,0,20963,22172,0,21135,17232,18418,19848,0,20693,0,0,323,71,0,21196
Unknown,264,0,0,0,6935,7197,60,6572,6241,6935,7316,59,7696,698,6325,2890,7499,6002,4137
Unknown,204,0,0,0,39816,30997,0,32160,25605,27875,33591,92,29795,0,0,116164,155,53,0
Unknown,150,0,0,0,12380,12622,0,11277,11793,12545,12120,0,11695,664,1058,65262,1039,1106,1097
w/o MS2:PC 28:0,0,0,0,0,5195,4838,24372,4532,4610,4299,4553,0,4751,63,21206,0,0,19761,0
Unknown,353,53,0,0,1514,1210,0,1138,1325,865,941,0,916,8230,52,0,0,0,0
w/o MS2:RIKEN P-VS1 ID-8002 from Mouse_Macrophage_WT_N_F1AA,60,0,0,0,5555,5869,62,5801,4978,5406,5351,93,5651,5014,6335,6863,2630,6930,6311
Unknown,260,0,0,0,5429,4511,0,4753,3972,4205,4778,0,4638,0,0,21649,79,0,58
w/o MS2:BMP 8:0_22:5,76,0,0,0,2047,1616,6032,1184,1503,1655,1603,0,1633,0,6064,0,0,5303,52
w/o MS2:PC 6:0_24:2,173,0,62,0,2020,1854,0,1785,1897,1988,1616,0,1665,0,61,0,75,0,7810
w/o MS2:PC 6:0_24:2,84,0,0,0,4579,5019,9891,4408,4440,4123,5180,58,4763,61,9315,0,54,7636,473
Unknown,0,0,0,0,48591,36400,0,39044,31163,36125,38904,236,36720,0,0,144757,0,0,0
PC 30:1,91,54,0,0,7729,7062,247,6510,7707,7799,8064,57,7577,59,245,392,475,194,36022
PE 33:1|PE 16:0_17:1,60,0,69,0,485384,501551,1073019,436085,433950,427430,458103,2443,489266,208,988785,76,239,883982,357
w/o MS2:RIKEN P-VS1 ID-8097 from Mouse_AdrenalGlands_WT_N_Ctr,2139,0,70,0,4152,4736,0,3882,4205,4687,4772,0,4970,0,0,0,97,0,11830
Unknown,195,73,0,0,12779,13307,0,13077,11319,12517,13058,53,12648,0,54,44397,0,0,0
w/o MS2:PC 29:4,0,0,0,0,3141,3020,6894,2543,2906,3070,3178,0,3123,0,7265,0,0,6526,0
w/o MS2:PC 24:0_6:0,146,0,0,0,3863,4213,13532,3436,3054,3744,3818,0,3753,0,11398,0,54,9966,0
Unknown,56,0,0,0,21655,18325,0,15915,17951,18821,19157,0,18097,0,0,53902,0,0,0
Unknown,119,0,0,0,12044,10617,0,11252,9950,10852,11371,78,10586,0,0,28335,64,0,0
w/o MS2:PC 29:3,0,51,0,0,9097,7920,25514,7896,7168,7788,7981,73,7572,73,26634,0,64,24079,0
w/o MS2:CerP 13:1;2O/28:4,256,0,0,0,3211,2648,11100,2900,2699,3289,2700,0,2767,0,7250,0,0,5187,0
w/o MS2:Cer 12:1;3O/34:6;(2OH),0,0,0,0,7004,9916,0,7679,5877,7213,8998,0,9386,0,0,54,0,0,61
w/o MS2:SL 13:1;O/28:4,73,0,0,0,3456,3166,0,2807,2933,3196,3502,70,3673,0,60,93,0,0,9421
Unknown,94,51,0,0,10213,9281,183,9166,9191,10530,9597,56,9502,0,0,23625,0,0,0
w/o MS2:NAGlySer 15:4;O(FA 21:5),0,0,0,0,4328,5018,787,4578,4387,4720,5122,0,4901,0,643,54,0,752,21654
w/o MS2:DGTS 10:0_22:1,96,0,0,0,1825,1440,0,1462,1463,1624,1604,0,1769,0,50,0,10797,0,0
w/o MS2:Cer 12:1;3O/34:5;(2OH),0,0,62,0,48906,50548,0,48433,39415,39143,49456,199,50552,0,93,0,0,0,875
Unknown,0,0,54,0,19037,17934,0,16341,18054,18154,19139,60,18139,56276,4281,5273,23205,4278,967
DG 42:10,184,0,0,0,16221,18134,124,14987,16649,17292,16821,62,16771,6192,7909,14643,16847,11731,15056
w/o MS2:RIKEN P-VS1 ID-8280 from Mouse_Feces_WT_ABX_Ctr,308,59,0,0,4765,5413,141,5303,4338,4664,5225,0,4852,0,95,441,1787,126,2397
Unknown,3184,0,0,0,88870,83938,0,78859,86189,88012,84864,484,83155,0,0,174757,0,0,0
PE 32:1,59,0,0,0,25144,25760,57338,22475,21913,24807,24849,98,25381,0,52675,0,0,47935,711
Unknown,0,0,0,0,820,1052,0,800,1210,1138,1148,0,1278,5202,0,0,0,0,0
